"","spearman_correlation","assay","id","host_gene_id","host_gene_name","mirna_id","mirna_name","host_gene_stable_id"
"370",0.012815188371335,"polyA plus RNA-seq","Ddx5 (Gm25994)","ENSMUSG00000020719.14","Ddx5","ENSMUSG00000093133.1","Gm25994","ENSMUSG00000020719"
"371",0.0133869737091859,"polyA plus RNA-seq","Sfmbt2 (Gm22072)","ENSMUSG00000061186.15","Sfmbt2","ENSMUSG00000080500.1","Gm22072","ENSMUSG00000061186"
"372",0.0140073883339655,"polyA plus RNA-seq","A230057D06Rik (Mir344)","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000065568.1","Mir344","ENSMUSG00000109394"
"373",0.0150638362487953,"polyA plus RNA-seq","Atrnl1 (Mir5623)","ENSMUSG00000054843.9","Atrnl1","ENSMUSG00000093757.1","Mir5623","ENSMUSG00000054843"
"374",0.015088284496042,"polyA plus RNA-seq","Sfmbt2 (Mir669m-2)","ENSMUSG00000061186.15","Sfmbt2","ENSMUSG00000088980.1","Mir669m-2","ENSMUSG00000061186"
"375",0.0166322850929241,"polyA plus RNA-seq","Tnik (Mir466q)","ENSMUSG00000027692.16","Tnik","ENSMUSG00000092990.1","Mir466q","ENSMUSG00000027692"
"376",0.0182142428056177,"polyA plus RNA-seq","Foxp1 (Gm22328)","ENSMUSG00000030067.17","Foxp1","ENSMUSG00000088699.1","Gm22328","ENSMUSG00000030067"
"377",0.0187627175363378,"polyA plus RNA-seq","Tbkbp1 (Mir7235)","ENSMUSG00000038517.15","Tbkbp1","ENSMUSG00000099286.1","Mir7235","ENSMUSG00000038517"
"378",0.0191130651505212,"polyA plus RNA-seq","Ttll10 (Mir200b)","ENSMUSG00000029074.14","Ttll10","ENSMUSG00000065549.3","Mir200b","ENSMUSG00000029074"
"379",0.0194134336455281,"polyA plus RNA-seq","Gm26551 (Gm24157)","ENSMUSG00000097219.1","Gm26551","ENSMUSG00000093006.2","Gm24157","ENSMUSG00000097219"
"380",0.0195982776923844,"polyA plus RNA-seq","Rian (Mir370)","ENSMUSG00000097451.10","Rian","ENSMUSG00000065433.1","Mir370","ENSMUSG00000097451"
"381",0.019805200190303,"polyA plus RNA-seq","Rrp1 (Mir6907)","ENSMUSG00000061032.9","Rrp1","ENSMUSG00000098376.1","Mir6907","ENSMUSG00000061032"
"382",0.0199444318055848,"polyA plus RNA-seq","Samd4b (Mir7049)","ENSMUSG00000109336.1","Samd4b","ENSMUSG00000098558.1","Mir7049","ENSMUSG00000109336"
"383",0.020017895776063,"polyA plus RNA-seq","Nol10 (Mir3066)","ENSMUSG00000061458.9","Nol10","ENSMUSG00000093037.1","Mir3066","ENSMUSG00000061458"
"384",0.0204375138597416,"polyA plus RNA-seq","Ncl (mmu-mir-3535)","ENSMUSG00000026234.12","Ncl","ENSMUSG00000104627.1","mmu-mir-3535","ENSMUSG00000026234"
"385",0.0206244973889702,"polyA plus RNA-seq","Slamf7 (Mir7683)","ENSMUSG00000038179.13","Slamf7","ENSMUSG00000098316.1","Mir7683","ENSMUSG00000038179"
"386",0.0212798320069643,"polyA plus RNA-seq","Ecm1 (Mir7014)","ENSMUSG00000028108.15","Ecm1","ENSMUSG00000098737.1","Mir7014","ENSMUSG00000028108"
"387",0.0217984093257243,"polyA plus RNA-seq","Sfmbt2 (Mir669f)","ENSMUSG00000061186.15","Sfmbt2","ENSMUSG00000077038.1","Mir669f","ENSMUSG00000061186"
"388",0.0219297182917865,"polyA plus RNA-seq","Grk6 (Mir6943)","ENSMUSG00000074886.11","Grk6","ENSMUSG00000099058.1","Mir6943","ENSMUSG00000074886"
"389",0.0221411085436547,"polyA plus RNA-seq","Abca2 (Mir3087)","ENSMUSG00000026944.18","Abca2","ENSMUSG00000104741.1","Mir3087","ENSMUSG00000026944"
"390",0.0222278546393695,"polyA plus RNA-seq","Dnaja1 (Mir207)","ENSMUSG00000028410.13","Dnaja1","ENSMUSG00000065452.1","Mir207","ENSMUSG00000028410"
"391",0.0233885187035142,"polyA plus RNA-seq","Ftx (Mir374b)","ENSMUSG00000086370.9","Ftx","ENSMUSG00000076269.1","Mir374b","ENSMUSG00000086370"
"392",0.0236570979976106,"polyA plus RNA-seq","Rab11fip5 (Mir705)","ENSMUSG00000051343.11","Rab11fip5","ENSMUSG00000076012.1","Mir705","ENSMUSG00000051343"
"393",0.0239845192533258,"polyA plus RNA-seq","Grap2 (Mir6957)","ENSMUSG00000042351.9","Grap2","ENSMUSG00000098631.1","Mir6957","ENSMUSG00000042351"
"394",0.024515389569779,"polyA plus RNA-seq","Sfmbt2 (Gm25451)","ENSMUSG00000061186.15","Sfmbt2","ENSMUSG00000094190.1","Gm25451","ENSMUSG00000061186"
"395",0.0246740919762837,"polyA plus RNA-seq","Rps21 (Mir3091)","ENSMUSG00000039001.12","Rps21","ENSMUSG00000092827.1","Mir3091","ENSMUSG00000039001"
"396",0.0251469060633205,"polyA plus RNA-seq","Cdk9 (Mir2861)","ENSMUSG00000009555.16","Cdk9","ENSMUSG00000093280.1","Mir2861","ENSMUSG00000009555"
"397",0.0281760439175083,"polyA plus RNA-seq","Acap1 (Mir6924)","ENSMUSG00000001588.12","Acap1","ENSMUSG00000104996.1","Mir6924","ENSMUSG00000001588"
"398",0.0293916303983174,"polyA plus RNA-seq","Diaph1 (Mir6979)","ENSMUSG00000024456.16","Diaph1","ENSMUSG00000098706.1","Mir6979","ENSMUSG00000024456"
"399",0.029582244285719,"polyA plus RNA-seq","Rab11a (Gm47308)","ENSMUSG00000004771.12","Rab11a","ENSMUSG00000104953.1","Gm47308","ENSMUSG00000004771"
"400",0.0297200437891006,"polyA plus RNA-seq","Fbrs (Gm47278)","ENSMUSG00000042423.9","Fbrs","ENSMUSG00000105918.1","Gm47278","ENSMUSG00000042423"
"401",0.0299356747012964,"polyA plus RNA-seq","D030055H07Rik (Mir135a-1)","ENSMUSG00000086296.2","D030055H07Rik","ENSMUSG00000065407.1","Mir135a-1","ENSMUSG00000086296"
"402",0.0302078840957481,"polyA plus RNA-seq","Rpl13 (Mir7079)","ENSMUSG00000000740.12","Rpl13","ENSMUSG00000098550.1","Mir7079","ENSMUSG00000000740"
"403",0.030535578326501,"polyA plus RNA-seq","Mirg (Mir3072)","ENSMUSG00000097391.8","Mirg","ENSMUSG00000093351.1","Mir3072","ENSMUSG00000097391"
"404",0.031671575193919,"polyA plus RNA-seq","Dennd4b (Mir7012)","ENSMUSG00000042404.16","Dennd4b","ENSMUSG00000099199.1","Mir7012","ENSMUSG00000042404"
"405",0.0326608366873059,"polyA plus RNA-seq","Hmga2 (Mir763)","ENSMUSG00000056758.14","Hmga2","ENSMUSG00000076448.1","Mir763","ENSMUSG00000056758"
"406",0.033734816401787,"polyA plus RNA-seq","Pdxk (Mir6908)","ENSMUSG00000032788.15","Pdxk","ENSMUSG00000098279.1","Mir6908","ENSMUSG00000032788"
"407",0.0338083733121202,"polyA plus RNA-seq","Hfm1 (Gm27527)","ENSMUSG00000043410.16","Hfm1","ENSMUSG00000098703.1","Gm27527","ENSMUSG00000043410"
"408",0.0342638997364919,"polyA plus RNA-seq","Gm20388 (Mir7079)","ENSMUSG00000092329.1","Gm20388","ENSMUSG00000098550.1","Mir7079","ENSMUSG00000092329"
"409",0.034311472053023,"polyA plus RNA-seq","Hoxc5 (Mir615)","ENSMUSG00000022485.3","Hoxc5","ENSMUSG00000076010.1","Mir615","ENSMUSG00000022485"
"410",0.0343905698508384,"polyA plus RNA-seq","Dnm3os (Mir214)","ENSMUSG00000078190.7","Dnm3os","ENSMUSG00000065516.1","Mir214","ENSMUSG00000078190"
"411",0.0347951632022986,"polyA plus RNA-seq","Nanos3 (Mir181d)","ENSMUSG00000056155.6","Nanos3","ENSMUSG00000076338.1","Mir181d","ENSMUSG00000056155"
"412",0.0359963933504689,"polyA plus RNA-seq","Slc37a4 (Mir7085)","ENSMUSG00000032114.9","Slc37a4","ENSMUSG00000099309.1","Mir7085","ENSMUSG00000032114"
"413",0.0362260939118153,"polyA plus RNA-seq","Mirg (Mir369)","ENSMUSG00000097391.8","Mirg","ENSMUSG00000065561.2","Mir369","ENSMUSG00000097391"
"414",0.0362628361244406,"polyA plus RNA-seq","Sptan1 (Mir6997)","ENSMUSG00000057738.13","Sptan1","ENSMUSG00000098453.1","Mir6997","ENSMUSG00000057738"
"415",0.0368651106240035,"polyA plus RNA-seq","Ltb (Mir6973a)","ENSMUSG00000024399.5","Ltb","ENSMUSG00000098291.1","Mir6973a","ENSMUSG00000024399"
"416",0.037019975252882,"polyA plus RNA-seq","Dnm3os (Mir199a-2)","ENSMUSG00000078190.7","Dnm3os","ENSMUSG00000070126.1","Mir199a-2","ENSMUSG00000078190"
"417",0.0372313680178682,"polyA plus RNA-seq","Nanos3 (Mir181c)","ENSMUSG00000056155.6","Nanos3","ENSMUSG00000065483.2","Mir181c","ENSMUSG00000056155"
"418",0.0374483899828333,"polyA plus RNA-seq","Esyt1 (Mir6916)","ENSMUSG00000025366.8","Esyt1","ENSMUSG00000099292.1","Mir6916","ENSMUSG00000025366"
"419",0.0383683087757167,"polyA plus RNA-seq","Lta (Mir6974)","ENSMUSG00000024402.5","Lta","ENSMUSG00000099006.1","Mir6974","ENSMUSG00000024402"
"420",0.0389904969828787,"polyA plus RNA-seq","Rmst (Mir135a-2)","ENSMUSG00000112117.1","Rmst","ENSMUSG00000065524.1","Mir135a-2","ENSMUSG00000112117"
"421",0.0394797058966005,"polyA plus RNA-seq","Sppl2a (Mir3473g)","ENSMUSG00000027366.12","Sppl2a","ENSMUSG00000098896.1","Mir3473g","ENSMUSG00000027366"
"422",0.0399388040982052,"polyA plus RNA-seq","Dedd2 (Mir7048)","ENSMUSG00000054499.9","Dedd2","ENSMUSG00000098325.1","Mir7048","ENSMUSG00000054499"
"423",0.041142077545256,"polyA plus RNA-seq","Fxyd5 (Mir7050)","ENSMUSG00000009687.14","Fxyd5","ENSMUSG00000098783.1","Mir7050","ENSMUSG00000009687"
"424",0.0412402517608607,"polyA plus RNA-seq","Smap2 (Mir7015)","ENSMUSG00000032870.8","Smap2","ENSMUSG00000106436.1","Mir7015","ENSMUSG00000032870"
"425",0.0413710197385787,"polyA plus RNA-seq","Sh3pxd2a (Mir6995)","ENSMUSG00000053617.12","Sh3pxd2a","ENSMUSG00000098786.1","Mir6995","ENSMUSG00000053617"
"426",0.0415814351409277,"polyA plus RNA-seq","Mcm7 (Mir106b)","ENSMUSG00000029730.16","Mcm7","ENSMUSG00000065514.1","Mir106b","ENSMUSG00000029730"
"427",0.042219832467839,"polyA plus RNA-seq","Epc1 (Mir1893)","ENSMUSG00000024240.13","Epc1","ENSMUSG00000084514.1","Mir1893","ENSMUSG00000024240"
"428",0.0425997516213691,"polyA plus RNA-seq","Gm20388 (Mir7080)","ENSMUSG00000092329.1","Gm20388","ENSMUSG00000098582.1","Mir7080","ENSMUSG00000092329"
"429",0.042899559646931,"polyA plus RNA-seq","Kif20b (Mir1950)","ENSMUSG00000024795.11","Kif20b","ENSMUSG00000089151.1","Mir1950","ENSMUSG00000024795"
"430",0.0431244103727232,"polyA plus RNA-seq","Nipsnap1 (Mir6918)","ENSMUSG00000034285.15","Nipsnap1","ENSMUSG00000098296.1","Mir6918","ENSMUSG00000034285"
"431",0.0431815692847901,"polyA plus RNA-seq","Prkci (Mir7008)","ENSMUSG00000037643.14","Prkci","ENSMUSG00000098890.1","Mir7008","ENSMUSG00000037643"
"432",0.0434122840079588,"polyA plus RNA-seq","Klhdc7a (Mir2139)","ENSMUSG00000078234.6","Klhdc7a","ENSMUSG00000089294.1","Mir2139","ENSMUSG00000078234"
"433",0.0453525148769673,"polyA plus RNA-seq","Bahcc1 (Gm47297)","ENSMUSG00000039741.15","Bahcc1","ENSMUSG00000104657.1","Gm47297","ENSMUSG00000039741"
"434",0.0453972427507819,"polyA plus RNA-seq","Meg3 (Mir770)","ENSMUSG00000021268.17","Meg3","ENSMUSG00000076451.1","Mir770","ENSMUSG00000021268"
"435",0.0465491289507066,"polyA plus RNA-seq","Srrt (Mir7036)","ENSMUSG00000037364.12","Srrt","ENSMUSG00000098624.1","Mir7036","ENSMUSG00000037364"
"436",0.04705760207469,"polyA plus RNA-seq","2610318N02Rik (Mir130b)","ENSMUSG00000049916.12","2610318N02Rik","ENSMUSG00000065572.1","Mir130b","ENSMUSG00000049916"
"437",0.0471179787773776,"polyA plus RNA-seq","Uggt1 (Mir6897)","ENSMUSG00000037470.14","Uggt1","ENSMUSG00000098752.1","Mir6897","ENSMUSG00000037470"
"438",0.0477217458042533,"polyA plus RNA-seq","Rpl3 (Snord43)","ENSMUSG00000060036.14","Rpl3","ENSMUSG00000105167.1","Snord43","ENSMUSG00000060036"
"439",0.0477711378714948,"polyA plus RNA-seq","Slc9a1 (Mir5122)","ENSMUSG00000028854.9","Slc9a1","ENSMUSG00000092745.1","Mir5122","ENSMUSG00000028854"
"440",0.0480659478807853,"polyA plus RNA-seq","Nudt9 (Mir5619)","ENSMUSG00000029310.13","Nudt9","ENSMUSG00000093690.1","Mir5619","ENSMUSG00000029310"
"441",0.0482074518762365,"polyA plus RNA-seq","Wnk1 (Mir706)","ENSMUSG00000045962.16","Wnk1","ENSMUSG00000076217.1","Mir706","ENSMUSG00000045962"
"442",0.0485838368574358,"polyA plus RNA-seq","Gm15987 (Mir7649)","ENSMUSG00000085786.1","Gm15987","ENSMUSG00000098359.1","Mir7649","ENSMUSG00000085786"
"443",0.0487740668847778,"polyA plus RNA-seq","Gm21983 (Mir3101)","ENSMUSG00000095538.1","Gm21983","ENSMUSG00000093348.1","Mir3101","ENSMUSG00000095538"
"444",0.0499285142874839,"polyA plus RNA-seq","Mief2 (Mir5100)","ENSMUSG00000018599.5","Mief2","ENSMUSG00000092734.1","Mir5100","ENSMUSG00000018599"
"445",0.0500910314230175,"polyA plus RNA-seq","Taf1d (mmu-mir-7650)","ENSMUSG00000031939.16","Taf1d","ENSMUSG00000105847.1","mmu-mir-7650","ENSMUSG00000031939"
"446",0.0505745450062408,"polyA plus RNA-seq","Nfx1 (Mir3094)","ENSMUSG00000028423.15","Nfx1","ENSMUSG00000092862.1","Mir3094","ENSMUSG00000028423"
"447",0.0513883353359531,"polyA plus RNA-seq","Gm20532 (Mir126a)","ENSMUSG00000092356.1","Gm20532","ENSMUSG00000065540.1","Mir126a","ENSMUSG00000092356"
"448",0.0523242322600529,"polyA plus RNA-seq","Cd27 (Mir8113)","ENSMUSG00000030336.14","Cd27","ENSMUSG00000098856.1","Mir8113","ENSMUSG00000030336"
"449",0.052564958637513,"polyA plus RNA-seq","Cux1 (Mir721)","ENSMUSG00000029705.17","Cux1","ENSMUSG00000106479.1","Mir721","ENSMUSG00000029705"
"450",0.0533667205096851,"polyA plus RNA-seq","Itpr1 (Mir7661)","ENSMUSG00000030102.11","Itpr1","ENSMUSG00000105697.1","Mir7661","ENSMUSG00000030102"
"451",0.0540108101510675,"polyA plus RNA-seq","Mapk8ip1 (Mir7000)","ENSMUSG00000027223.15","Mapk8ip1","ENSMUSG00000099093.1","Mir7000","ENSMUSG00000027223"
"452",0.054568466261354,"polyA plus RNA-seq","Drosha (Gm47288)","ENSMUSG00000022191.16","Drosha","ENSMUSG00000104911.1","Gm47288","ENSMUSG00000022191"
"453",0.0546826238087641,"polyA plus RNA-seq","Rab35 (Mir7030)","ENSMUSG00000029518.15","Rab35","ENSMUSG00000099254.1","Mir7030","ENSMUSG00000029518"
"454",0.0550620848636267,"polyA plus RNA-seq","Cmip (Mir7078)","ENSMUSG00000034390.16","Cmip","ENSMUSG00000098483.1","Mir7078","ENSMUSG00000034390"
"455",0.0553113181106271,"polyA plus RNA-seq","4833445I07Rik (Mir425)","ENSMUSG00000103103.1","4833445I07Rik","ENSMUSG00000065579.1","Mir425","ENSMUSG00000103103"
"456",0.0553519981491519,"polyA plus RNA-seq","Smoc1 (Mir3067)","ENSMUSG00000021136.13","Smoc1","ENSMUSG00000092673.1","Mir3067","ENSMUSG00000021136"
"457",0.0557581665552796,"polyA plus RNA-seq","Capn6 (Gm47298)","ENSMUSG00000067276.5","Capn6","ENSMUSG00000105967.1","Gm47298","ENSMUSG00000067276"
"458",0.0557829281336117,"polyA plus RNA-seq","Ppp1r7 (Mir6902)","ENSMUSG00000026275.13","Ppp1r7","ENSMUSG00000106302.1","Mir6902","ENSMUSG00000026275"
"459",0.0560857638493083,"polyA plus RNA-seq","Alg10b (Mir7648)","ENSMUSG00000075470.2","Alg10b","ENSMUSG00000099319.1","Mir7648","ENSMUSG00000075470"
"460",0.0568309874735286,"polyA plus RNA-seq","Adgrb1 (Gm26117)","ENSMUSG00000034730.17","Adgrb1","ENSMUSG00000093340.1","Gm26117","ENSMUSG00000034730"
"461",0.0570985055076575,"polyA plus RNA-seq","Ano10 (Mir8106)","ENSMUSG00000037949.8","Ano10","ENSMUSG00000098922.1","Mir8106","ENSMUSG00000037949"
"462",0.0571535315920807,"polyA plus RNA-seq","Kansl2 (Mir1291)","ENSMUSG00000022992.17","Kansl2","ENSMUSG00000106463.1","Mir1291","ENSMUSG00000022992"
"463",0.0580280952741796,"polyA plus RNA-seq","Clspn (Mir7119)","ENSMUSG00000042489.15","Clspn","ENSMUSG00000098831.1","Mir7119","ENSMUSG00000042489"
"464",0.0582885565170502,"polyA plus RNA-seq","Atp1a3 (Mir7047)","ENSMUSG00000040907.15","Atp1a3","ENSMUSG00000099258.1","Mir7047","ENSMUSG00000040907"
"465",0.0584657800475059,"polyA plus RNA-seq","Farsa (Mir7069)","ENSMUSG00000003808.18","Farsa","ENSMUSG00000098331.1","Mir7069","ENSMUSG00000003808"
"466",0.0585321231316884,"polyA plus RNA-seq","Rasgef1a (Mir7044)","ENSMUSG00000030134.11","Rasgef1a","ENSMUSG00000098583.1","Mir7044","ENSMUSG00000030134"
"467",0.0595224911382719,"polyA plus RNA-seq","Mir99ahg (Mirlet7c-1)","ENSMUSG00000090386.10","Mir99ahg","ENSMUSG00000065557.3","Mirlet7c-1","ENSMUSG00000090386"
"468",0.0597331005112885,"polyA plus RNA-seq","Trps1 (Mir1907)","ENSMUSG00000038679.16","Trps1","ENSMUSG00000084458.1","Mir1907","ENSMUSG00000038679"
"469",0.0598997267363356,"polyA plus RNA-seq","Ift74 (Mir872)","ENSMUSG00000028576.12","Ift74","ENSMUSG00000077921.1","Mir872","ENSMUSG00000028576"
"470",0.0611163672609687,"polyA plus RNA-seq","Ube3b (Mir7027)","ENSMUSG00000029577.13","Ube3b","ENSMUSG00000098731.1","Mir7027","ENSMUSG00000029577"
"471",0.0612310330305965,"polyA plus RNA-seq","Tkt (Mir3076)","ENSMUSG00000021957.7","Tkt","ENSMUSG00000093156.1","Mir3076","ENSMUSG00000021957"
"472",0.0617251465132534,"polyA plus RNA-seq","Rcc2 (Gm25951)","ENSMUSG00000040945.13","Rcc2","ENSMUSG00000093071.1","Gm25951","ENSMUSG00000040945"
"473",0.0626871855923374,"polyA plus RNA-seq","Mgat4c (Mir3059)","ENSMUSG00000019888.16","Mgat4c","ENSMUSG00000092952.1","Mir3059","ENSMUSG00000019888"
"474",0.0630383458782759,"polyA plus RNA-seq","Gnb2 (Mir6418)","ENSMUSG00000029713.15","Gnb2","ENSMUSG00000098597.1","Mir6418","ENSMUSG00000029713"
"475",0.0633697641341382,"polyA plus RNA-seq","Gm28373 (Mir1936)","ENSMUSG00000096751.3","Gm28373","ENSMUSG00000089324.1","Mir1936","ENSMUSG00000096751"
"476",0.0637256176364274,"polyA plus RNA-seq","Pik3cd (Mir7023)","ENSMUSG00000039936.18","Pik3cd","ENSMUSG00000098580.1","Mir7023","ENSMUSG00000039936"
"477",0.0648968495563897,"polyA plus RNA-seq","Arid1a (Mir7227)","ENSMUSG00000007880.16","Arid1a","ENSMUSG00000104566.1","Mir7227","ENSMUSG00000007880"
"478",0.0649079742242694,"polyA plus RNA-seq","Rnf215 (Mir3060)","ENSMUSG00000003581.14","Rnf215","ENSMUSG00000093080.1","Mir3060","ENSMUSG00000003581"
"479",0.0657019278646109,"polyA plus RNA-seq","Vmp1 (Mir21a)","ENSMUSG00000018171.9","Vmp1","ENSMUSG00000065455.1","Mir21a","ENSMUSG00000018171"
"480",0.0658810022371328,"polyA plus RNA-seq","Hoxc5 (Mir196a-2)","ENSMUSG00000022485.3","Hoxc5","ENSMUSG00000065488.2","Mir196a-2","ENSMUSG00000022485"
"481",0.0660568573855477,"polyA plus RNA-seq","Slc9a9 (Mir7656)","ENSMUSG00000031129.9","Slc9a9","ENSMUSG00000098251.1","Mir7656","ENSMUSG00000031129"
"482",0.0663757301215002,"polyA plus RNA-seq","Sfmbt2 (Gm23578)","ENSMUSG00000061186.15","Sfmbt2","ENSMUSG00000077131.1","Gm23578","ENSMUSG00000061186"
"483",0.0664774412086711,"polyA plus RNA-seq","Elof1 (Mir7084)","ENSMUSG00000013822.7","Elof1","ENSMUSG00000098646.1","Mir7084","ENSMUSG00000013822"
"484",0.0668522683518239,"polyA plus RNA-seq","Ncan (Mir7066)","ENSMUSG00000002341.8","Ncan","ENSMUSG00000099042.1","Mir7066","ENSMUSG00000002341"
"485",0.0674044137384681,"polyA plus RNA-seq","Acin1 (Mir6948)","ENSMUSG00000022185.19","Acin1","ENSMUSG00000106169.1","Mir6948","ENSMUSG00000022185"
"486",0.0678034258144084,"polyA plus RNA-seq","Gm28052 (Mir7667)","ENSMUSG00000099329.2","Gm28052","ENSMUSG00000098764.1","Mir7667","ENSMUSG00000099329"
"487",0.0680056324289304,"polyA plus RNA-seq","Zc3h12d (Mir5104)","ENSMUSG00000039981.6","Zc3h12d","ENSMUSG00000093060.1","Mir5104","ENSMUSG00000039981"
"488",0.0687059430673378,"polyA plus RNA-seq","Hspa12a (Mir3086)","ENSMUSG00000025092.7","Hspa12a","ENSMUSG00000092813.1","Mir3086","ENSMUSG00000025092"
"489",0.0691689537757474,"polyA plus RNA-seq","Atp6v0a1 (Mir6928)","ENSMUSG00000019302.16","Atp6v0a1","ENSMUSG00000098415.1","Mir6928","ENSMUSG00000019302"
"490",0.0696303116110237,"polyA plus RNA-seq","Gm26691 (Gm44361)","ENSMUSG00000097911.2","Gm26691","ENSMUSG00000106130.1","Gm44361","ENSMUSG00000097911"
"491",0.0701624817145182,"polyA plus RNA-seq","Gm21969 (Mir7020)","ENSMUSG00000094439.1","Gm21969","ENSMUSG00000098569.1","Mir7020","ENSMUSG00000094439"
"492",0.070402435583919,"polyA plus RNA-seq","Osbpl7 (Mir8103)","ENSMUSG00000038534.18","Osbpl7","ENSMUSG00000098769.1","Mir8103","ENSMUSG00000038534"
"493",0.0709184696733274,"polyA plus RNA-seq","Ank (Mir7117)","ENSMUSG00000022265.7","Ank","ENSMUSG00000098416.1","Mir7117","ENSMUSG00000022265"
"494",0.0710503542175013,"polyA plus RNA-seq","Add1 (Mir7036b)","ENSMUSG00000029106.14","Add1","ENSMUSG00000099082.1","Mir7036b","ENSMUSG00000029106"
"495",0.0715330696011924,"polyA plus RNA-seq","Sema4a (Mir7011)","ENSMUSG00000028064.17","Sema4a","ENSMUSG00000098655.1","Mir7011","ENSMUSG00000028064"
"496",0.0720936603615407,"polyA plus RNA-seq","Shank2 (Mir3105)","ENSMUSG00000037541.21","Shank2","ENSMUSG00000093221.1","Mir3105","ENSMUSG00000037541"
"497",0.0721833668981212,"polyA plus RNA-seq","Rnf130 (Mir340)","ENSMUSG00000020376.16","Rnf130","ENSMUSG00000065417.1","Mir340","ENSMUSG00000020376"
"498",0.0724853950763831,"polyA plus RNA-seq","Gap43 (Mir6540)","ENSMUSG00000047261.9","Gap43","ENSMUSG00000098300.1","Mir6540","ENSMUSG00000047261"
"499",0.072645543795296,"polyA plus RNA-seq","Il10ra (Mir7086)","ENSMUSG00000032089.16","Il10ra","ENSMUSG00000098361.1","Mir7086","ENSMUSG00000032089"
"500",0.0731961972621979,"polyA plus RNA-seq","Cfap43 (Gm22240)","ENSMUSG00000044948.17","Cfap43","ENSMUSG00000092966.1","Gm22240","ENSMUSG00000044948"
"501",0.0733440458804053,"polyA plus RNA-seq","Plxnb2 (Mir7118)","ENSMUSG00000036606.17","Plxnb2","ENSMUSG00000106328.1","Mir7118","ENSMUSG00000036606"
"502",0.0742657033574794,"polyA plus RNA-seq","Lpar1 (Mir3095)","ENSMUSG00000038668.14","Lpar1","ENSMUSG00000093293.1","Mir3095","ENSMUSG00000038668"
"503",0.0744832821260368,"polyA plus RNA-seq","Brwd1 (Gm27833)","ENSMUSG00000022914.17","Brwd1","ENSMUSG00000098733.1","Gm27833","ENSMUSG00000022914"
"504",0.0745398729584995,"polyA plus RNA-seq","Slpi (Mir7678)","ENSMUSG00000017002.14","Slpi","ENSMUSG00000098489.1","Mir7678","ENSMUSG00000017002"
"505",0.0749659308348616,"polyA plus RNA-seq","Tbc1d22b (Mir7667)","ENSMUSG00000042203.8","Tbc1d22b","ENSMUSG00000098764.1","Mir7667","ENSMUSG00000042203"
"506",0.0751487851587106,"polyA plus RNA-seq","Grina (Mir6953)","ENSMUSG00000022564.7","Grina","ENSMUSG00000098625.1","Mir6953","ENSMUSG00000022564"
"507",0.0753165769615458,"polyA plus RNA-seq","Bcl2 (Mir3473f)","ENSMUSG00000057329.7","Bcl2","ENSMUSG00000098344.1","Mir3473f","ENSMUSG00000057329"
"508",0.0754454894533897,"polyA plus RNA-seq","Dnmt1 (Mir7081)","ENSMUSG00000004099.16","Dnmt1","ENSMUSG00000099147.1","Mir7081","ENSMUSG00000004099"
"509",0.0758914371031455,"polyA plus RNA-seq","Psmb5 (Mir686)","ENSMUSG00000022193.7","Psmb5","ENSMUSG00000076128.1","Mir686","ENSMUSG00000022193"
"510",0.0761772235687852,"polyA plus RNA-seq","A230057D06Rik (Mir344b)","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000092921.1","Mir344b","ENSMUSG00000109394"
"511",0.076270279667766,"polyA plus RNA-seq","Nbeal2 (Mir8107)","ENSMUSG00000056724.15","Nbeal2","ENSMUSG00000099275.1","Mir8107","ENSMUSG00000056724"
"512",0.0765878473591793,"polyA plus RNA-seq","Smc4 (Mir15b)","ENSMUSG00000034349.14","Smc4","ENSMUSG00000065580.2","Mir15b","ENSMUSG00000034349"
"513",0.0766120032228552,"polyA plus RNA-seq","Smc6 (Mir7675)","ENSMUSG00000020608.7","Smc6","ENSMUSG00000098879.1","Mir7675","ENSMUSG00000020608"
"514",0.076647980094692,"polyA plus RNA-seq","Ssh3 (Mir6985)","ENSMUSG00000034616.17","Ssh3","ENSMUSG00000099290.1","Mir6985","ENSMUSG00000034616"
"515",0.0768600499730726,"polyA plus RNA-seq","Lrrk1 (Mir7057)","ENSMUSG00000015133.17","Lrrk1","ENSMUSG00000098353.1","Mir7057","ENSMUSG00000015133"
"516",0.0769233986263085,"polyA plus RNA-seq","D630033A02Rik (Mirlet7i)","ENSMUSG00000112237.1","D630033A02Rik","ENSMUSG00000065406.3","Mirlet7i","ENSMUSG00000112237"
"517",0.0770537511708363,"polyA plus RNA-seq","Mlh3 (Mir6938)","ENSMUSG00000021245.15","Mlh3","ENSMUSG00000098263.1","Mir6938","ENSMUSG00000021245"
"518",0.077152369529308,"polyA plus RNA-seq","Vezt (Mir331)","ENSMUSG00000036099.16","Vezt","ENSMUSG00000065607.1","Mir331","ENSMUSG00000036099"
"519",0.0779614173453214,"polyA plus RNA-seq","Smc4 (Mir16-2)","ENSMUSG00000034349.14","Smc4","ENSMUSG00000065606.1","Mir16-2","ENSMUSG00000034349"
"520",0.0787848699096126,"polyA plus RNA-seq","Mir124a-1hg (Mir3078)","ENSMUSG00000097545.7","Mir124a-1hg","ENSMUSG00000092972.1","Mir3078","ENSMUSG00000097545"
