MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1276116	Ep300	E1A binding protein p300	15		chromatin binding			ISO	Q09472 	J:164563 	
MGI:1276116	Ep300	E1A binding protein p300	15		chromatin DNA binding			IBA	PTN000351795 	J:265628 	
MGI:1276116	Ep300	E1A binding protein p300	15		chromatin DNA binding			IDA		J:136678 	
MGI:1276116	Ep300	E1A binding protein p300	15		chromatin DNA binding			ISO	RGD:620036 	J:155856 	
MGI:1276116	Ep300	E1A binding protein p300	15		promoter-specific chromatin binding			ISO	RGD:620036 	J:155856 	
MGI:1276124	Ep400	E1A binding protein p400	5		chromatin binding			IBA	PTN008206595 	J:265628 	
MGI:1276124	Ep400	E1A binding protein p400	5		chromatin binding			ISO	RGD:1304733 	J:155856 	
MGI:2143991	Epop	elongin BC and polycomb repressive complex 2 associated protein	11		chromatin binding			IDA		J:238487 J:238488 	
MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	7		promoter-specific chromatin binding	happens in liver		IDA		J:181994 	
MGI:95414	Ercc3	excision repair cross-complementing rodent repair deficiency, complementation group 3	18		promoter-specific chromatin binding			IDA		J:181994 	
MGI:1354163	Ercc4	excision repair cross-complementing rodent repair deficiency, complementation group 4	16		promoter-specific chromatin binding			IDA		J:181994 	
MGI:1100494	Ercc6	excision repair cross-complementing rodent repair deficiency, complementation group 6	14		chromatin binding			ISO	Q03468 	J:164563 	
MGI:95415	Erg	ETS transcription factor	16		chromatin binding	uses Snai2		IDA		J:188920 	
MGI:95415	Erg	ETS transcription factor	16		chromatin binding	uses Snai1		IDA		J:188920 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		chromatin binding	uses Il6		IDA		J:207622 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Mmp7		IDA		J:134051 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Cdkn1a		IDA		J:134051 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Ccnd1		IDA		J:134051 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Ltf		IDA		J:134051 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Myc		IDA		J:134051 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		chromatin binding	happens in glandular epithelial cell,happens in uterine gland,uses Pgr		IDA		J:134051 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		chromatin binding			ISO	P03372 	J:164563 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		promoter-specific chromatin binding			ISO	RGD:2581 	J:155856 	
MGI:109392	Esr2	estrogen receptor 2 (beta)	12		promoter-specific chromatin binding			ISO	RGD:2582 	J:155856 	
MGI:1917843	Evx1os	even skipped homeotic gene 1, opposite strand	6		chromatin binding			IDA		J:139748 	
MGI:1349427	Exo1	exonuclease 1	1		chromatin binding			IDA		J:87869 	
MGI:109339	Eya3	EYA transcriptional coactivator and phosphatase 3	4		chromatin binding			IGI	MGI:102780 	J:147237 	
MGI:109339	Eya3	EYA transcriptional coactivator and phosphatase 3	4		chromatin binding			IGI	MGI:98310 	J:147237 	
MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	11		chromatin binding			IBA	PTN000768863 	J:265628 	
MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	11		chromatin binding			ISO	RGD:1305028 	J:155856 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin binding			IBA	PTN000768863 	J:265628 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin binding	happens in heart,happens in nucleus,uses Myh7		IDA		J:189224 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin binding	happens in basal cell of epidermis		IDA		J:218234 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin binding			IDA		J:93445 J:180185 J:202816 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin binding			ISO	RGD:1595860 	J:155856 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin binding			ISO	Q15910 	J:164563 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin DNA binding			IDA		J:134766 J:211907 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin DNA binding			ISO	Q15910 	J:164563 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		promoter-specific chromatin binding			ISO	Q15910 	J:164563 	
MGI:2142208	Faap24	Fanconi anemia core complex associated protein 24	7		chromatin binding			IBA	PTN001273571 	J:265628 	
MGI:2142208	Faap24	Fanconi anemia core complex associated protein 24	7		chromatin binding			ISO	Q9BTP7 	J:164563 	
MGI:95479	Fabp1	fatty acid binding protein 1, liver	6		chromatin binding			IDA		J:93510 	
MGI:2442306	Fancm	Fanconi anemia, complementation group M	12		chromatin binding			ISO	Q8IYD8 	J:164563 	
MGI:1915484	Fcor	Foxo1 corepressor	8		chromatin binding			IDA		J:184684 	
MGI:1859823	Fezf2	Fez family zinc finger 2	14		chromatin binding	uses Slc17a7		IDA		J:214959 	
MGI:1859823	Fezf2	Fez family zinc finger 2	14		chromatin binding	uses Gad1		IDA		J:214959 	
MGI:95554	Fli1	Friend leukemia integration 1	9		chromatin binding			IDA		J:139476 	
MGI:95564	Fmr1	fragile X messenger ribonucleoprotein 1	X		chromatin binding			IDA		J:214397 	
MGI:95574	Fos	FBJ osteosarcoma oncogene	12		chromatin binding	happens in diaphragm,uses Ankrd2		IDA		J:163557 	
MGI:102858	Fosl2	fos-like antigen 2	5		chromatin binding			IDA		J:218234 	
MGI:1347472	Foxa1	forkhead box A1	12		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:1347476	Foxa2	forkhead box A2	2		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:1347466	Foxc1	forkhead box C1	13		promoter-specific chromatin binding			IDA		J:221866 	
MGI:1347481	Foxc2	forkhead box C2	8		chromatin DNA binding			ISO	Q99958 	J:164563 	
MGI:1347481	Foxc2	forkhead box C2	8		chromatin DNA binding			ISS	Q99958 	J:40156 	
MGI:1347481	Foxc2	forkhead box C2	8		promoter-specific chromatin binding			IDA		J:131323 	
MGI:2151057	Foxn4	forkhead box N4	5		chromatin binding			IDA		J:181993 	
MGI:1890077	Foxo1	forkhead box O1	3		chromatin DNA binding			IDA		J:270723 	
MGI:1890077	Foxo1	forkhead box O1	3		promoter-specific chromatin binding	happens in SO:0001055,uses Agrp		IDA		J:184441 	
MGI:1890081	Foxo3	forkhead box O3	10		chromatin DNA binding			IDA		J:210910 	
MGI:1891915	Foxo4	forkhead box O4	X		promoter-specific chromatin binding			ISO	RGD:1561201 	J:155856 	
MGI:1914004	Foxp1	forkhead box P1	6		chromatin binding	uses Cdkn1a		IDA		J:132982 	
MGI:1353633	Fus	fused in sarcoma	7		chromatin binding			ISO	P35637 	J:164563 	
MGI:95610	Gabpa	GA repeat binding protein, alpha	16		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:95610	Gabpa	GA repeat binding protein, alpha	16		chromatin binding			IDA		J:139476 	
MGI:107799	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha	6		promoter-specific chromatin binding	happens in liver		IDA		J:181994 	
MGI:95661	Gata1	GATA binding protein 1	X		chromatin binding	uses Hba-a1		IDA		J:146089 	
MGI:95661	Gata1	GATA binding protein 1	X		chromatin binding	uses Hbb-b1		IDA		J:146089 	
MGI:95661	Gata1	GATA binding protein 1	X		chromatin binding	happens in dendritic cell,uses Ifng		IDA		J:127223 	
MGI:95661	Gata1	GATA binding protein 1	X		chromatin binding	happens in dendritic cell,uses Spi1		IDA		J:127223 	
MGI:95661	Gata1	GATA binding protein 1	X		chromatin binding			ISO	RGD:2663 	J:155856 	
MGI:95661	Gata1	GATA binding protein 1	X		chromatin DNA binding			ISO	P15976 	J:164563 	
MGI:95662	Gata2	GATA binding protein 2	6		chromatin binding	uses Runx1		IDA		J:132709 	
MGI:95662	Gata2	GATA binding protein 2	6		chromatin binding			IDA		J:141137 	
MGI:95662	Gata2	GATA binding protein 2	6		chromatin binding			ISO	P23769 	J:73065 	
MGI:95664	Gata4	GATA binding protein 4	14		chromatin binding			IDA		J:171727 	
MGI:107516	Gata6	GATA binding protein 6	18		chromatin binding			IDA		J:101354 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		chromatin binding	happens in metanephros,uses Sall1		IDA		J:104380 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		chromatin binding	happens in metanephros,uses Ccnd1		IDA		J:104380 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		chromatin binding	happens in metanephros,uses Mycn		IDA		J:104380 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		chromatin binding	happens in metanephros,uses Pax2		IDA		J:104380 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		chromatin binding			IDA		J:121411 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		chromatin binding			ISO	P08151 	J:164563 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		chromatin binding	happens in metanephros,uses Sall1		IDA		J:104380 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		chromatin binding	happens in metanephros,uses Ccnd1		IDA		J:104380 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		chromatin binding	happens in metanephros,uses Mycn		IDA		J:104380 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		chromatin binding	happens in metanephros,uses Pax2		IDA		J:104380 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		promoter-specific chromatin binding			IDA		J:221866 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		promoter-specific chromatin binding			ISO	P10070 	J:164563 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		chromatin binding	happens in metanephros,uses Sall1		IGI	MGI:108075 	J:104380 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		chromatin binding	happens in metanephros,uses Pax2		IGI	MGI:108075 	J:104380 	
MGI:1921272	Glyr1	glyoxylate reductase 1 homolog (Arabidopsis)	16		chromatin binding			IDA		J:281258 	
MGI:1921272	Glyr1	glyoxylate reductase 1 homolog (Arabidopsis)	16		chromatin binding			ISO	Q49A26 	J:164563 	
MGI:1921272	Glyr1	glyoxylate reductase 1 homolog (Arabidopsis)	16		nucleosome binding			ISO	Q49A26 	J:164563 	
MGI:5012564	Gm20379	predicted gene, 20379	13		chromatin binding			IBA	PTN000557317 	J:265628 	
MGI:2685452	Gmnc	geminin coiled-coil domain containing	16		chromatin binding			IEA	IPR029700 	J:72247 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		chromatin binding			ISO	Q99527 	J:164563 	
MGI:2182540	Grhl1	grainyhead like transcription factor 1	12		chromatin DNA binding			ISO	Q9NZI5 	J:164563 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		chromatin binding			IDA		J:220468 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		chromatin DNA binding			ISO	Q6ISB3 	J:164563 	
MGI:2655333	Grhl3	grainyhead like transcription factor 3	4		chromatin DNA binding			ISO	Q8TE85 	J:164563 	
MGI:2141989	Grwd1	glutamate-rich WD repeat containing 1	7		chromatin binding			ISO	Q9BQ67 	J:164563 	
MGI:2385191	Gtf2b	general transcription factor IIB	3		promoter-specific chromatin binding	happens in liver		IDA		J:181994 	
MGI:2385191	Gtf2b	general transcription factor IIB	3		promoter-specific chromatin binding			ISO	Q00403 	J:164563 	
MGI:1923848	Gtf2f1	general transcription factor IIF, polypeptide 1	17		promoter-specific chromatin binding			ISO	P35269 	J:164563 	
MGI:1277216	Gtf2h1	general transcription factor II H, polypeptide 1	7		chromatin binding			ISO	RGD:1308225 	J:155856 	
MGI:95893	H1f0	H1.0 linker histone	15		chromatin DNA binding			ISO	P07305 	J:164563 	
MGI:95893	H1f0	H1.0 linker histone	15		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:1931523	H1f1	H1.1 linker histone, cluster member	13		chromatin DNA binding			ISO	Q02539 	J:164563 	
MGI:1931523	H1f1	H1.1 linker histone, cluster member	13		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:1931526	H1f2	H1.2 linker histone, cluster member	13		chromatin DNA binding			ISO	P16403 	J:164563 	
MGI:1931526	H1f2	H1.2 linker histone, cluster member	13		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:107502	H1f3	H1.3 linker histone, cluster member	13		chromatin DNA binding			ISO	P16402 	J:164563 	
MGI:107502	H1f3	H1.3 linker histone, cluster member	13		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:1931527	H1f4	H1.4 linker histone, cluster member	13		chromatin DNA binding			ISO	P10412 	J:164563 	
MGI:1931527	H1f4	H1.4 linker histone, cluster member	13		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:1861461	H1f5	H1.5 linker histone, cluster member	13		chromatin DNA binding			ISO	P16401 	J:164563 	
MGI:1861461	H1f5	H1.5 linker histone, cluster member	13		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:1888530	H1f6	H1.6 linker histone, cluster member	13		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:2176207	H1f8	H1.8 linker histone	6		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:2176207	H1f8	H1.8 linker histone	6		nucleosomal DNA binding			IDA		J:207809 	
MGI:2136691	H1f9	H1.9 linker histone	11		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:2685307	H1f10	H1.10 linker histone	6		nucleosomal DNA binding			IBA	PTN000157378 	J:265628 	
MGI:1888388	H2az1	H2A.Z variant histone 1	3		chromatin DNA binding			ISO	P0C0S5 	J:164563 	
MGI:1888388	H2az1	H2A.Z variant histone 1	3		nucleosomal DNA binding			ISO	P0C0S5 	J:164563 	
MGI:2448355	H3c14	H3 clustered histone 14	3		chromatin binding			IDA		J:148710 	
MGI:1097686	H3f3a	H3.3 histone A	1		nucleosomal DNA binding			ISO	P84243 	J:164563 	
MGI:1101768	H3f3b	H3.3 histone B	11		nucleosomal DNA binding			ISO	P84243 	J:164563 	
MGI:105942	Hcfc1	host cell factor C1	X		chromatin binding			ISO	P51610 	J:164563 	
MGI:105942	Hcfc1	host cell factor C1	X		chromatin DNA binding			IDA		J:187380 	
MGI:108086	Hdac1	histone deacetylase 1	4		chromatin binding	uses Gh		IDA		J:121427 	
MGI:108086	Hdac1	histone deacetylase 1	4		chromatin binding	uses Mc2r		IDA		J:104056 	
MGI:108086	Hdac1	histone deacetylase 1	4		chromatin binding	uses Pparg		IDA		J:130039 	
MGI:108086	Hdac1	histone deacetylase 1	4		chromatin binding	happens in future neurohypophysis,uses Hesx1		IDA		J:114817 	
MGI:108086	Hdac1	histone deacetylase 1	4		chromatin binding			IDA		J:96437 	
MGI:108086	Hdac1	histone deacetylase 1	4		chromatin binding			ISO	RGD:1309799 	J:155856 	
MGI:108086	Hdac1	histone deacetylase 1	4		promoter-specific chromatin binding			IDA		J:227373 	
MGI:1097691	Hdac2	histone deacetylase 2	10		chromatin binding			IDA		J:121427 J:140120 	
MGI:1097691	Hdac2	histone deacetylase 2	10		chromatin DNA binding			IDA		J:136678 	
MGI:1097691	Hdac2	histone deacetylase 2	10		promoter-specific chromatin binding			ISO	RGD:619976 	J:155856 	
MGI:1343091	Hdac3	histone deacetylase 3	18		chromatin binding			IDA		J:98847 J:210667 	
MGI:1343091	Hdac3	histone deacetylase 3	18		chromatin binding			ISO	RGD:619977 	J:155856 	
MGI:1343091	Hdac3	histone deacetylase 3	18		chromatin binding			ISO	O15379 	J:164563 	
MGI:1343091	Hdac3	histone deacetylase 3	18		chromatin DNA binding			IDA		J:136678 J:297718 	
MGI:3036234	Hdac4	histone deacetylase 4	1		chromatin binding	happens in Gr1-high myeloid suppressor cell		IDA		J:215277 	
MGI:3036234	Hdac4	histone deacetylase 4	1		promoter-specific chromatin binding			ISO	RGD:619979 	J:155856 	
MGI:1333784	Hdac5	histone deacetylase 5	11		chromatin binding			ISO	RGD:619980 	J:155856 	
MGI:1891835	Hdac7	histone deacetylase 7	15		chromatin binding	uses Mc2r		IDA		J:104056 	
MGI:1917565	Hdac8	histone deacetylase 8	X		chromatin binding			ISO	RGD:1562895 	J:155856 	
MGI:1194492	Hdgfl2	HDGF like 2	17	NOT	chromatin binding		PR:Q3UMU9-1	IDA		J:194138 	
MGI:1194492	Hdgfl2	HDGF like 2	17		chromatin binding		PR:Q3UMU9-4	IDA		J:194138 	
MGI:1352760	Hdgfl3	HDGF like 3	7		chromatin binding			NAS		J:114706 	
MGI:106209	Hells	helicase, lymphoid specific	19		chromatin binding			IBA	PTN002245661 	J:265628 	
MGI:106209	Hells	helicase, lymphoid specific	19		chromatin binding			IDA		J:93871 	
MGI:104853	Hes1	hes family bHLH transcription factor 1	16		chromatin binding			ISO	RGD:62081 	J:155856 	
MGI:104876	Hes5	hes family bHLH transcription factor 5	4		chromatin binding			ISO	Q03062 	J:73065 	
MGI:96071	Hesx1	homeobox gene expressed in ES cells	14		chromatin binding	happens in future neurohypophysis,uses Pou1f1		IDA		J:114817 	
MGI:96086	Hhex	hematopoietically expressed homeobox	19		chromatin binding	uses Esm1		IDA		J:110528 	
MGI:2429620	Hinfp	histone H4 transcription factor	9		chromatin binding			IDA		J:125640 	
MGI:99430	Hira	histone cell cycle regulator	16	contributes_to	nucleosome binding			IBA	PTN000352669 	J:265628 	
MGI:96160	Hmga1	high mobility group AT-hook 1	17		chromatin binding			IDA		J:222150 	
MGI:101761	Hmga2	high mobility group AT-hook 2	10		nucleosomal DNA binding			ISO	P52926 	J:164563 	
MGI:96120	Hmgn1	high mobility group nucleosomal binding domain 1	16		chromatin binding			IBA	PTN000557317 	J:265628 	
MGI:96120	Hmgn1	high mobility group nucleosomal binding domain 1	16		chromatin binding			IDA		J:100282 	
MGI:96120	Hmgn1	high mobility group nucleosomal binding domain 1	16		nucleosomal DNA binding			IEA	IPR000079 	J:72247 	
MGI:96136	Hmgn2	high mobility group nucleosomal binding domain 2	4		chromatin binding			IBA	PTN000557317 	J:265628 	
MGI:2138069	Hmgn3	high mobility group nucleosomal binding domain 3	9		chromatin binding			IBA	PTN000557317 	J:265628 	
MGI:2138069	Hmgn3	high mobility group nucleosomal binding domain 3	9		chromatin binding	uses Slc2a2		IDA		J:153774 	
MGI:2138069	Hmgn3	high mobility group nucleosomal binding domain 3	9		chromatin binding	uses Slc6a9	PR:Q9DCB1-1	IDA		J:89912 	
MGI:2138069	Hmgn3	high mobility group nucleosomal binding domain 3	9		chromatin binding			IDA		J:70338 	
MGI:2138069	Hmgn3	high mobility group nucleosomal binding domain 3	9		chromatin binding			ISS		J:70338 	
MGI:2138069	Hmgn3	high mobility group nucleosomal binding domain 3	9		nucleosomal DNA binding			IEA	IPR000079 	J:72247 	
MGI:1355295	Hmgn5	high-mobility group nucleosome binding domain 5	X		chromatin binding			IDA		J:60860 	
MGI:1355295	Hmgn5	high-mobility group nucleosome binding domain 5	X		nucleosomal DNA binding			IEA	IPR000079 	J:72247 	
MGI:98504	Hnf1a	HNF1 homeobox A	5		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:109128	Hnf4a	hepatic nuclear factor 4, alpha	2		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:101947	Hnrnpd	heterogeneous nuclear ribonucleoprotein D	5		chromatin binding			ISO	RGD:620365 	J:155856 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		chromatin binding			ISO	Q00839 	J:164563 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		chromatin DNA binding			ISO	Q00839 	J:164563 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		promoter-specific chromatin binding			IBA	PTN002644654 	J:265628 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		promoter-specific chromatin binding			IDA		J:243396 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		promoter-specific chromatin binding			ISO	RGD:620372 	J:155856 	
MGI:99560	Hoxc13	homeobox C13	15		chromatin binding			IDA		J:182085 	
MGI:96202	Hoxd10	homeobox D10	2		chromatin binding	uses Shh		IDA		J:109528 	
MGI:96205	Hoxd13	homeobox D13	2		chromatin binding	uses Shh		IDA		J:109528 	
MGI:109369	Hp1bp3	heterochromatin protein 1, binding protein 3	4		chromatin binding			IEA	IPR033061 	J:72247 	
MGI:109369	Hp1bp3	heterochromatin protein 1, binding protein 3	4		nucleosome binding			IBA	PTN002697315 	J:265628 	
MGI:109369	Hp1bp3	heterochromatin protein 1, binding protein 3	4		nucleosome binding			ISO	Q5SSJ5 	J:164563 	
MGI:1919862	Hpf1	histone PARylation factor 1	8		chromatin binding			ISO	Q9NWY4 	J:164563 	
MGI:96223	Hr	lysine demethylase and nuclear receptor corepressor	14		chromatin DNA binding			IBA	PTN000284569 	J:265628 	
MGI:96238	Hsf1	heat shock factor 1	15		chromatin binding	happens in oocyte		IDA		J:175085 	
MGI:96238	Hsf1	heat shock factor 1	15		chromatin DNA binding			ISO	Q00613 	J:164563 	
MGI:96238	Hsf1	heat shock factor 1	15		promoter-specific chromatin binding			ISO	RGD:620913 	J:155856 	
MGI:3045337	Hsf3	heat shock transcription factor 3	X		chromatin DNA binding			IDA		J:159048 	
MGI:1914944	Ift74	intraflagellar transport 74	4		chromatin binding			IDA		J:169637 	
MGI:1342542	Ikzf3	IKAROS family zinc finger 3	11		promoter-specific chromatin binding			ISO	Q9UKT9 	J:164563 	
MGI:1914393	Ikzf5	IKAROS family zinc finger 5	7		chromatin binding			ISO	Q9H5V7 	J:164563 	
MGI:1916510	Ing2	inhibitor of growth family, member 2	8		chromatin binding			IEA	IPR028639 	J:72247 	
MGI:1922816	Ing5	inhibitor of growth family, member 5	1		chromatin binding			IBA	PTN002569475 	J:265628 	
MGI:1922816	Ing5	inhibitor of growth family, member 5	1		chromatin binding	uses Tbx2		IDA		J:188772 	
MGI:1922816	Ing5	inhibitor of growth family, member 5	1		chromatin binding	uses Tbx3		IDA		J:188772 	
MGI:1922816	Ing5	inhibitor of growth family, member 5	1		chromatin binding	uses Tbx5		IGI	MGI:2442415 	J:188772 	
MGI:1922816	Ing5	inhibitor of growth family, member 5	1		chromatin binding	uses Tbx1		IGI	MGI:2442415 	J:188772 	
MGI:1859980	Insm1	insulinoma-associated 1	2		chromatin DNA binding			ISO	Q01101 	J:164563 	
MGI:1859179	Irf3	interferon regulatory factor 3	7		promoter-specific chromatin binding	is a part of cellular response to virus,happens in macrophage,uses Il23a		IDA		J:141299 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		chromatin binding	uses Neurod4,uses SO:0000165		IDA		J:174563 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		chromatin binding	happens in retina,uses Pou4f2		IDA		J:134978 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		chromatin binding	happens in retina,uses Pou4f1		IDA		J:134978 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		chromatin binding	happens in retina,uses Isl2		IDA		J:134978 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		chromatin binding	happens in retina,uses Shh		IDA		J:134978 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		chromatin binding			IDA		J:158135 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		promoter-specific chromatin binding			IDA		J:239195 	
MGI:104813	Jarid2	jumonji, AT rich interactive domain 2	13		chromatin binding			IDA		J:157630 J:157724 	
MGI:1932093	Jdp2	Jun dimerization protein 2	12		chromatin binding	uses Cebpd		IDA		J:139241 	
MGI:1932093	Jdp2	Jun dimerization protein 2	12		chromatin binding	uses Cebpb		IDA		J:139241 	
MGI:1918614	Jmjd1c	jumonji domain containing 1C	10		chromatin DNA binding			IBA	PTN000284569 	J:265628 	
MGI:96646	Jun	jun proto-oncogene	4		chromatin binding	uses Sqstm1		IDA		J:205012 	
MGI:96646	Jun	jun proto-oncogene	4		chromatin binding	uses Map1lc3b		IDA		J:205012 	
MGI:96646	Jun	jun proto-oncogene	4		chromatin binding	happens in diaphragm,uses Ankrd2		IDA		J:163557 	
MGI:96646	Jun	jun proto-oncogene	4		chromatin binding			IDA		J:163557 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		chromatin binding	uses Mc2r		IDA		J:104056 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		chromatin binding			IDA		J:198562 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		chromatin binding			ISO	RGD:1307242 	J:155856 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		chromatin binding			ISO	Q92830 	J:164563 	
MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	17		chromatin binding			IDA		J:230626 	
MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	17		chromatin binding			ISO	RGD:1305902 	J:155856 	
MGI:1932051	Kat5	K(lysine) acetyltransferase 5	19		chromatin binding			IDA		J:293083 	
MGI:1932051	Kat5	K(lysine) acetyltransferase 5	19		chromatin binding			ISO	RGD:621061 	J:155856 	
MGI:1932051	Kat5	K(lysine) acetyltransferase 5	19		chromatin binding			ISO	Q92993 	J:164563 	
MGI:2442415	Kat6a	K(lysine) acetyltransferase 6A	8		chromatin binding	uses Tbx5		IGI	MGI:1922816 	J:188772 	
MGI:2442415	Kat6a	K(lysine) acetyltransferase 6A	8		chromatin binding	uses Tbx1		IGI	MGI:1922816 	J:188772 	
MGI:1926855	Kcnq1ot1	KCNQ1 overlapping transcript 1	7		chromatin binding	happens in placenta		IDA		J:163857 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		chromatin binding			IBA	PTN002473317 	J:265628 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		chromatin binding	happens in future neurohypophysis,uses Hey1		IDA		J:121427 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		chromatin binding	happens in future neurohypophysis,uses Ccne1		IDA		J:121427 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		chromatin binding	happens in future neurohypophysis,uses Pou1f1		IDA		J:121427 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		chromatin binding	happens in future neurohypophysis,uses Prl		IDA		J:121427 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		chromatin binding	happens in future neurohypophysis,uses Tshb		IDA		J:121427 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		chromatin binding			ISO	RGD:1562975 	J:155856 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		chromatin binding			ISO	O60341 	J:164563 J:208295 	
MGI:1196256	Kdm1a	lysine (K)-specific demethylase 1A	4		promoter-specific chromatin binding			IDA		J:150066 	
MGI:2145261	Kdm1b	lysine (K)-specific demethylase 1B	13		chromatin binding			IBA	PTN002473317 	J:265628 	
