MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:3039562	Taf9b	TATA-box binding protein associated factor 9B	X		DNA-templated transcription initiation			IEA	IPR003162 	J:72247 	
MGI:1346320	Taf10	TATA-box binding protein associated factor 10	7		DNA-templated transcription initiation			ISO	Q12962 	J:164563 	
MGI:1346320	Taf10	TATA-box binding protein associated factor 10	7		positive regulation of transcription initiation by RNA polymerase II			ISO	Q12962 	J:164563 	
MGI:1346320	Taf10	TATA-box binding protein associated factor 10	7		RNA polymerase II preinitiation complex assembly	happens in embryo,happens in embryo		IMP	MGI:3606185 	J:245730 	
MGI:1346320	Taf10	TATA-box binding protein associated factor 10	7		RNA polymerase II preinitiation complex assembly			ISO	Q12962 	J:164563 	
MGI:1346320	Taf10	TATA-box binding protein associated factor 10	7		transcription initiation at RNA polymerase II promoter			IBA	PTN000478466 	J:265628 	
MGI:1346320	Taf10	TATA-box binding protein associated factor 10	7		transcription initiation at RNA polymerase II promoter			ISO	Q12962 	J:164563 	
MGI:1916026	Taf11	TATA-box binding protein associated factor 11	17		positive regulation of transcription initiation by RNA polymerase II			ISO	Q15544 	J:164563 	
MGI:1916026	Taf11	TATA-box binding protein associated factor 11	17		RNA polymerase II preinitiation complex assembly			IBA	PTN000325119 	J:265628 	
MGI:1916026	Taf11	TATA-box binding protein associated factor 11	17		RNA polymerase II preinitiation complex assembly			ISO	Q15544 	J:164563 	
MGI:1916026	Taf11	TATA-box binding protein associated factor 11	17		transcription initiation at RNA polymerase II promoter			IEA	IPR006809 IPR045127 	J:72247 	
MGI:1913714	Taf12	TATA-box binding protein associated factor 12	4		DNA-templated transcription initiation			ISO	Q16514 	J:164563 	
MGI:1913714	Taf12	TATA-box binding protein associated factor 12	4		positive regulation of transcription initiation by RNA polymerase II			ISO	Q16514 	J:164563 	
MGI:1913714	Taf12	TATA-box binding protein associated factor 12	4		RNA polymerase II preinitiation complex assembly			IBA	PTN000262707 	J:265628 	
MGI:1913714	Taf12	TATA-box binding protein associated factor 12	4		RNA polymerase II preinitiation complex assembly			ISO	Q16514 	J:164563 	
MGI:1913714	Taf12	TATA-box binding protein associated factor 12	4		transcription initiation at RNA polymerase II promoter			ISO	Q16514 	J:164563 	
MGI:1913500	Taf13	TATA-box binding protein associated factor 13	3		positive regulation of transcription initiation by RNA polymerase II			ISO	Q15543 	J:164563 	
MGI:1913500	Taf13	TATA-box binding protein associated factor 13	3		RNA polymerase II preinitiation complex assembly			ISO	Q15543 	J:164563 	
MGI:101838	Tbp	TATA box binding protein	17		DNA-templated transcription initiation			IBA	PTN000013136 	J:265628 	
MGI:101838	Tbp	TATA box binding protein	17		positive regulation of transcription initiation by RNA polymerase II			ISO	P20226 	J:164563 	
MGI:101838	Tbp	TATA box binding protein	17		RNA polymerase II preinitiation complex assembly			ISO	P20226 	J:164563 	
MGI:1339946	Tbpl1	TATA box binding protein-like 1	10		DNA-templated transcription initiation			IBA	PTN000013136 	J:265628 	
MGI:2684058	Tbpl2	TATA box binding protein like 2	2		DNA-templated transcription initiation			IBA	PTN000013136 	J:265628 	
MGI:107810	Tfam	transcription factor A, mitochondrial	10		transcription initiation at mitochondrial promoter			IBA	PTN008296514 	J:265628 	
MGI:107810	Tfam	transcription factor A, mitochondrial	10		transcription initiation at mitochondrial promoter			ISO	Q00059 	J:164563 	
MGI:2146851	Tfb1m	transcription factor B1, mitochondrial	17		transcription initiation at mitochondrial promoter			IBA	PTN000197910 	J:265628 	
MGI:107937	Tfb2m	transcription factor B2, mitochondrial	1		transcription initiation at mitochondrial promoter			IBA	PTN000197910 	J:265628 	
MGI:107937	Tfb2m	transcription factor B2, mitochondrial	1		transcription initiation at mitochondrial promoter			ISO	Q9H5Q4 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		negative regulation of DNA-templated transcription initiation			ISO	P10827 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		negative regulation of RNA polymerase II transcription preinitiation complex assembly			ISO	P10827 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of RNA polymerase II transcription preinitiation complex assembly			ISO	P04637 	J:164563 	
MGI:105044	Ttf1	transcription termination factor, RNA polymerase I	2		transcription initiation at RNA polymerase I promoter			IDA		J:24340 	
MGI:98872	Twist1	twist basic helix-loop-helix transcription factor 1	12		positive regulation of DNA-templated transcription initiation			ISO	Q15672 	J:164563 	
MGI:98512	Ubtf	upstream binding transcription factor, RNA polymerase I	11		transcription initiation at RNA polymerase I promoter			ISO	P17480 	J:164563 	
MGI:108061	Wnt10b	wingless-type MMTV integration site family, member 10B	15		positive regulation of RNA polymerase II transcription preinitiation complex assembly			IDA		J:142037 	
MGI:99135	Xpa	xeroderma pigmentosum, complementation group A	4		positive regulation of transcription initiation by RNA polymerase II	happens in liver		IGI	MGI:1100494 	J:181994 	
MGI:2137896	Zfp451	zinc finger protein 451	1		negative regulation of transcription initiation by RNA polymerase II			IBA	PTN002812576 	J:265628 	
MGI:2137896	Zfp451	zinc finger protein 451	1		negative regulation of transcription initiation by RNA polymerase II			ISO	Q9Y4E5 	J:164563 	

